Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,Students,European Semester,Average Numeric Grade
2021,Fall,2021-fa,ECE,313,Probability with Engrg Applic,OD,4,12,5,5,8,3,9,12,3,1,3,5,3,0,"Baryshnikov, Yuliy",73,WiSe,2.415068493150685
2021,Fall,2021-fa,ECE,313,Probability with Engrg Applic,DIS,5,10,7,9,10,10,11,15,0,3,4,0,2,0,"Milenkovic, Olgica",86,WiSe,2.258139534883721
2021,Fall,2021-fa,ECE,313,Probability with Engrg Applic,OD,5,9,3,5,13,6,7,18,4,1,3,0,2,2,"Han, Aiguo",76,WiSe,2.3421052631578947
2021,Fall,2021-fa,ECE,329,Fields and Waves I,DIS,3,3,4,3,6,4,5,6,3,0,4,0,3,2,"Chen, Xu",44,WiSe,2.497727272727273
2021,Fall,2021-fa,ECE,329,Fields and Waves I,DIS,2,3,3,3,3,2,4,1,1,2,1,0,4,0,"Ravaioli, Umberto",29,WiSe,2.5206896551724136
2021,Fall,2021-fa,ECE,329,Fields and Waves I,OD,5,1,6,3,7,4,3,3,1,3,3,4,4,1,"Waldrop, Lara",47,WiSe,2.6127659574468085
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,12,17,6,5,2,1,1,1,1,1,1,1,2,1,"Bao, Di",51,WiSe,1.6196078431372547
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,12,7,5,3,4,3,2,0,1,0,3,1,5,1,"Mocanu, Tatiana",46,WiSe,2.076086956521739
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,14,8,4,2,4,3,1,3,2,3,1,0,2,1,"Bao, Di",47,WiSe,1.8914893617021278
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,19,8,3,4,5,0,3,2,2,1,1,0,1,1,"Stechuk, Sunlee",49,WiSe,1.6551020408163264
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,16,7,3,4,4,4,3,6,0,1,1,1,0,1,"Buller, David H",50,WiSe,1.78
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,6,6,3,7,8,4,4,1,1,4,1,2,6,0,"Buller, David H",53,WiSe,2.4056603773584904
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,20,8,4,5,2,4,0,4,0,0,1,4,1,0,"Buller, David H",53,WiSe,1.7566037735849058
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,19,11,7,5,0,1,4,4,2,1,0,0,0,0,"Buller, David H",54,WiSe,1.537037037037037
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,22,9,4,1,5,5,2,2,1,2,0,0,0,0,"Sun, Xinhui",53,WiSe,1.537735849056604
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,25,6,4,3,2,3,1,2,0,3,0,1,1,1,"Sun, Xinhui",51,WiSe,1.5941176470588234
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,17,4,5,5,3,4,1,2,0,1,0,1,0,0,"Wang, Shihang",43,WiSe,1.5790697674418606
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,16,5,5,2,7,3,1,2,3,1,1,0,4,0,"Wang, Shihang",50,WiSe,1.9620000000000002
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,14,10,6,2,8,5,3,3,0,1,1,0,1,0,"Wang, Shihang",54,WiSe,1.7129629629629632
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,14,3,9,2,2,0,1,0,1,0,1,0,0,0,"Kim, Sarah J",33,WiSe,1.396969696969697
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,11,5,4,4,4,2,0,0,3,0,0,0,1,0,"Kim, Sarah J",34,WiSe,1.6323529411764706
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,24,9,2,5,3,3,1,0,0,0,0,0,0,1,"Stechuk, Sunlee",47,WiSe,1.270212765957447
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,25,5,4,2,4,2,0,1,3,0,1,0,0,0,"Mocanu, Tatiana",47,WiSe,1.4489361702127659
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,15,12,4,5,3,1,3,1,0,0,0,0,0,2,"Bao, Di",44,WiSe,1.365909090909091
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,11,8,4,3,5,5,1,3,1,1,1,0,2,0,"Chen, Youning",45,WiSe,1.8555555555555556
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,13,15,5,6,2,0,2,0,0,1,0,1,0,2,"Chen, Youning",45,WiSe,1.3800000000000001
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,23,8,6,1,2,1,4,0,0,0,0,0,0,0,"Chen, Youning",45,WiSe,1.2799999999999998
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,26,7,3,1,0,2,1,1,0,1,1,0,1,0,"Chen, Youning",44,WiSe,1.4000000000000001
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,18,10,7,2,3,2,2,1,0,0,0,0,1,1,"Bao, Di",46,WiSe,1.4021739130434783
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,18,7,8,3,4,0,3,0,1,1,0,1,0,0,"Stechuk, Sunlee",46,WiSe,1.4760869565217392
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,15,5,4,2,3,3,1,0,3,0,1,0,2,1,"Wang, Shihang",39,WiSe,1.746153846153846
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,15,11,9,5,4,0,1,0,0,0,1,0,0,1,"Hardiman, Allen",46,WiSe,1.3239130434782609
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,DIS,14,14,6,1,4,3,2,0,0,0,1,0,2,0,"Hardiman, Allen",47,WiSe,1.527659574468085
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,OD,16,22,9,7,7,5,0,3,0,1,0,0,1,0,"Dee, Ethan A",71,WiSe,1.476056338028169
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,OD,16,24,12,7,6,4,2,4,1,0,0,0,0,1,"Dee, Ethan A",76,WiSe,1.4394736842105265
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,OD,11,23,15,11,7,5,2,3,0,0,0,0,1,0,"Velentzas, Theodoros",78,WiSe,1.5012820512820515
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,OD,17,23,14,9,10,1,1,0,1,0,0,1,0,1,"Velentzas, Theodoros",77,WiSe,1.3779220779220778
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,OD,15,23,13,11,5,4,6,1,1,0,0,0,0,0,"Velentzas, Theodoros",79,WiSe,1.4594936708860762
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,OD,22,29,10,9,6,1,1,1,0,0,0,0,0,0,"Molina Gonzalez, Cristhia",79,WiSe,1.2569620253164557
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,OD,14,24,20,7,6,2,1,2,0,1,1,0,0,0,"Molina Gonzalez, Cristhia",78,WiSe,1.3961538461538463
2021,Fall,2021-fa,ECON,102,Microeconomic Principles,OD,27,23,9,8,1,3,1,3,1,1,0,0,1,0,"Molina Gonzalez, Cristhia",78,WiSe,1.3833333333333333
2021,Fall,2021-fa,ECON,103,Macroeconomic Principles,OD,2,14,6,6,12,2,0,2,0,1,0,0,1,0,"Adohinzin, Wilfried Doria",46,WiSe,1.6804347826086956
2021,Fall,2021-fa,ECON,103,Macroeconomic Principles,OD,2,14,3,6,7,4,3,1,1,0,0,0,2,0,"Adohinzin, Wilfried Doria",43,WiSe,1.8069767441860465
2021,Fall,2021-fa,ECON,103,Macroeconomic Principles,OD,1,9,8,10,5,4,1,0,0,0,0,0,4,0,"Yedomiffi, Mahounan Patri",42,WiSe,1.888095238095238
2021,Fall,2021-fa,ECON,103,Macroeconomic Principles,OD,1,7,8,9,10,0,2,0,1,1,0,1,3,0,"Yedomiffi, Mahounan Patri",43,WiSe,1.9860465116279067
2021,Fall,2021-fa,ECON,103,Macroeconomic Principles,OD,7,9,6,7,8,1,0,2,1,1,0,1,2,0,"Yedomiffi, Mahounan Patri",45,WiSe,1.8066666666666666
2021,Fall,2021-fa,ECON,103,Macroeconomic Principles,OD,4,15,10,5,2,2,3,2,0,0,0,0,1,0,"He, Shan",44,WiSe,1.55
2021,Fall,2021-fa,ECON,103,Macroeconomic Principles,OD,4,12,8,4,6,3,1,1,1,0,0,1,1,0,"Lu, Chang",42,WiSe,1.676190476190476
2021,Fall,2021-fa,ECON,103,Macroeconomic Principles,OD,2,18,5,7,6,3,1,1,0,0,0,0,1,1,"Lu, Chang",44,WiSe,1.5454545454545454
2021,Fall,2021-fa,ECON,103,Macroeconomic Principles,OD,0,9,13,10,5,4,3,0,1,0,0,0,1,1,"Violaris, Andreas Entony",46,WiSe,1.706521739130435
2021,Fall,2021-fa,ECON,103,Macroeconomic Principles,OD,2,13,6,8,9,0,0,2,0,2,0,0,1,2,"Violaris, Andreas Entony",43,WiSe,1.6930232558139535
2021,Fall,2021-fa,ECON,103,Macroeconomic Principles,OD,3,12,8,9,5,3,0,0,0,1,0,0,3,0,"Simon, Pedro V",44,WiSe,1.7340909090909091
2021,Fall,2021-fa,ECON,103,Macroeconomic Principles,OD,4,20,7,5,1,5,1,1,0,0,0,0,1,0,"Simon, Pedro V",45,WiSe,1.4622222222222225
2021,Fall,2021-fa,ECON,103,Macroeconomic Principles,OD,0,14,5,11,6,0,2,4,0,0,1,0,1,0,"Simon, Pedro V",44,WiSe,1.7636363636363634
2021,Fall,2021-fa,ECON,103,Macroeconomic Principles,OD,3,15,6,9,5,1,1,0,0,1,0,0,1,0,"Simon, Pedro V",42,WiSe,1.5428571428571431
2021,Fall,2021-fa,ECON,103,Macroeconomic Principles,OD,4,15,8,7,4,2,2,0,1,0,0,0,3,0,"Liu, Yiqiu",46,WiSe,1.6869565217391302
2021,Fall,2021-fa,ECON,103,Macroeconomic Principles,OD,1,18,10,2,6,1,1,0,2,0,0,0,1,1,"Liu, Yiqiu",42,WiSe,1.5238095238095237
2021,Fall,2021-fa,ECON,103,Macroeconomic Principles,OD,2,14,13,7,5,1,1,1,0,0,0,1,0,0,"Rodrigues Silva, Daniel",45,WiSe,1.4911111111111113
2021,Fall,2021-fa,ECON,103,Macroeconomic Principles,OD,1,13,8,5,2,6,1,2,0,0,0,0,3,0,"Rodrigues Silva, Daniel",41,WiSe,1.8146341463414635
2021,Fall,2021-fa,ECON,203,Economic Statistics II,DIS,2,1,4,1,1,1,3,1,1,1,1,2,2,0,"Singh, Lovepreet",21,WiSe,2.6142857142857148
2021,Fall,2021-fa,ECON,203,Economic Statistics II,DIS,1,1,4,2,3,0,1,1,0,1,4,4,2,0,"Singh, Lovepreet",24,WiSe,2.8833333333333333
2021,Fall,2021-fa,ECON,203,Economic Statistics II,DIS,1,5,5,4,1,1,3,0,3,0,3,3,2,0,"Ghosh, Anomita",31,WiSe,2.467741935483871
2021,Fall,2021-fa,ECON,203,Economic Statistics II,DIS,0,2,1,2,1,4,2,4,3,3,2,2,3,0,"Ghosh, Anomita",29,WiSe,3.03103448275862
2021,Fall,2021-fa,ECON,203,Economic Statistics II,DIS,5,2,3,2,2,3,1,1,0,0,2,2,2,1,"Yang, Yuhao",25,WiSe,2.3
2021,Fall,2021-fa,ECON,203,Economic Statistics II,DIS,3,2,4,4,4,0,1,2,0,1,2,4,0,0,"Yang, Yuhao",27,WiSe,2.318518518518519
2021,Fall,2021-fa,ECON,203,Economic Statistics II,DIS,6,2,2,2,3,1,0,0,2,0,0,3,4,1,"Martinez Garcia, Humberto",25,WiSe,2.472
2021,Fall,2021-fa,ECON,302,Inter Microeconomic Theory,DIS,5,4,1,0,1,4,2,2,1,0,2,0,1,0,"Cenerini, Francesco",23,WiSe,2.1391304347826083
2021,Fall,2021-fa,ECON,302,Inter Microeconomic Theory,DIS,2,2,2,2,2,0,0,3,1,1,1,2,3,0,"Cenerini, Francesco",21,WiSe,2.742857142857143
2021,Fall,2021-fa,ECON,302,Inter Microeconomic Theory,DIS,7,1,3,2,3,3,4,2,1,1,0,2,3,0,"Wang, Cihang",32,WiSe,2.3625
2021,Fall,2021-fa,ECON,302,Inter Microeconomic Theory,DIS,7,2,2,1,1,2,1,3,1,2,2,0,3,0,"Bauer, Anahid",27,WiSe,2.4185185185185185
2021,Fall,2021-fa,ECON,302,Inter Microeconomic Theory,DIS,2,9,4,2,0,1,1,3,2,1,1,0,3,1,"Liu, Xinyi",29,WiSe,2.168965517241379
2021,Fall,2021-fa,ECON,302,Inter Microeconomic Theory,DIS,4,5,4,2,4,0,0,1,2,1,1,1,8,0,"Liu, Xinyi",33,WiSe,2.642424242424242
2021,Fall,2021-fa,ECON,302,Inter Microeconomic Theory,DIS,2,4,3,0,3,4,4,2,0,0,0,1,6,1,"Liu, Xinyi",29,WiSe,2.627586206896552
2021,Fall,2021-fa,ECON,302,Inter Microeconomic Theory,DIS,2,1,1,1,4,2,2,2,1,2,3,1,2,0,"Bauer, Anahid",24,WiSe,2.7916666666666665
2021,Fall,2021-fa,ECON,302,Inter Microeconomic Theory,OD,5,12,1,2,5,3,1,2,0,0,2,0,2,1,"De Souza Godeli, Arthur",35,WiSe,1.865714285714286
2021,Fall,2021-fa,ECON,302,Inter Microeconomic Theory,OD,5,7,3,4,3,1,1,3,1,4,1,1,1,1,"De Souza Godeli, Arthur",35,WiSe,2.117142857142857
2021,Fall,2021-fa,ECON,302,Inter Microeconomic Theory,OD,8,5,3,1,4,2,2,2,1,1,1,1,4,0,"Romero, Maria N",35,WiSe,2.2257142857142855
2021,Fall,2021-fa,ECON,302,Inter Microeconomic Theory,OD,3,8,5,0,6,1,2,3,0,1,0,1,3,0,"Romero, Maria N",33,WiSe,2.096969696969697
2021,Fall,2021-fa,ECON,303,Inter Macroeconomic Theory,DIS,3,13,3,3,2,3,2,1,1,0,0,1,1,0,"Okada Da Silva, Vinicius",33,WiSe,1.724242424242424
2021,Fall,2021-fa,ECON,303,Inter Macroeconomic Theory,DIS,2,3,4,3,6,5,2,3,3,1,0,0,2,0,"Da Cunha Rodrig, Flavio A",34,WiSe,2.2588235294117647
2021,Fall,2021-fa,ECON,303,Inter Macroeconomic Theory,DIS,0,4,1,8,4,7,4,1,1,0,1,0,1,0,"Da Cunha Rodrig, Flavio A",32,WiSe,2.159375
2021,Fall,2021-fa,ECON,303,Inter Macroeconomic Theory,DIS,1,4,3,8,4,7,3,0,2,1,0,1,1,0,"Da Cunha Rodrig, Flavio A",35,WiSe,2.1228571428571428
2021,Fall,2021-fa,ECON,303,Inter Macroeconomic Theory,DIS,3,6,4,6,7,0,3,0,3,0,0,0,0,0,"Bao, Yue",32,WiSe,1.7625
2021,Fall,2021-fa,ECON,303,Inter Macroeconomic Theory,DIS,2,5,3,7,2,0,4,2,0,1,0,0,1,1,"Okada Da Silva, Vinicius",27,WiSe,1.9370370370370371
2021,Fall,2021-fa,ECON,420,International Economics,LCD,10,7,6,3,3,0,5,1,0,0,0,1,1,0,"Arango Isaza, Mauricio",37,WiSe,1.6675675675675674
2021,Fall,2021-fa,ECON,437,Game Theory,ONL,52,21,3,6,1,1,0,0,0,0,1,0,2,1,"Vazquez, Jose J",87,WiSe,1.2114942528735633
2021,Fall,2021-fa,ECON,437,Game Theory,LCD,31,5,1,3,1,0,0,0,1,0,0,0,0,0,"Arzumanyan, Mariam",42,WiSe,1.1357142857142857
2021,Fall,2021-fa,EPOL,531,"Diversity, Leadership & Policy",ONL,0,22,1,1,2,0,0,0,0,0,0,0,0,0,"Roegman, Rachel",26,WiSe,1.1153846153846154
2021,Fall,2021-fa,FIN,221,Corporate Finance,DIS,3,8,4,2,8,5,1,6,0,0,1,0,3,0,"Dyer, Michael A",41,WiSe,2.1170731707317074
2021,Fall,2021-fa,FIN,221,Corporate Finance,DIS,10,22,4,2,4,7,1,6,1,1,2,0,0,0,"Dyer, Michael A",60,WiSe,1.6733333333333333
2021,Fall,2021-fa,FIN,221,Corporate Finance,DIS,2,18,4,0,7,3,2,8,2,0,3,0,4,0,"Dyer, Michael A",53,WiSe,2.1528301886792454
2021,Fall,2021-fa,FIN,221,Corporate Finance,DIS,1,15,2,2,6,0,4,5,3,1,0,0,2,1,"Dyer, Michael A",41,WiSe,2.034146341463414
2021,Fall,2021-fa,FIN,221,Corporate Finance,DIS,4,17,2,2,9,4,3,6,2,1,1,0,1,0,"Dyer, Michael A",52,WiSe,1.9153846153846155
2021,Fall,2021-fa,FIN,221,Corporate Finance,DIS,0,15,1,6,7,1,1,5,0,4,3,0,4,1,"Dyer, Michael A",47,WiSe,2.282978723404255
2021,Fall,2021-fa,FIN,221,Corporate Finance,DIS,0,10,0,2,7,1,1,9,1,0,5,0,0,0,"Dyer, Michael A",36,WiSe,2.297222222222222
2021,Fall,2021-fa,FIN,221,Corporate Finance,ONL,3,164,34,24,38,5,2,7,1,1,2,0,1,0,"Raskie, Sterling",282,WiSe,1.3684397163120567
2021,Fall,2021-fa,FIN,435,Personal Wealth Management,LCD,0,48,8,4,0,0,0,0,0,0,0,0,1,0,"Raskie, Sterling",61,WiSe,1.1508196721311477
2021,Fall,2021-fa,FIN,435,Personal Wealth Management,LCD,2,10,4,2,7,0,0,0,0,0,0,0,0,0,"Wang, Jialan",25,WiSe,1.3839999999999997
2021,Fall,2021-fa,FIN,435,Personal Wealth Management,LCD,4,15,6,4,5,0,1,0,0,0,0,0,0,0,"Wang, Jialan",35,WiSe,1.322857142857143
2021,Fall,2021-fa,FIN,435,Personal Wealth Management,LCD,6,14,1,2,1,0,0,0,0,0,0,0,0,0,"Wang, Jialan",24,WiSe,1.1125
2021,Fall,2021-fa,FIN,580,Corporate Finance,ONL,4,13,10,5,7,3,0,1,1,0,0,0,0,0,"Smith, Mark K",44,WiSe,1.4931818181818182
2021,Fall,2021-fa,FSHN,120,Contemporary Nutrition,LCD,19,199,0,0,53,0,0,17,0,0,4,0,7,1,"Gist, Toni M",299,WiSe,1.4247491638795986
2021,Fall,2021-fa,FSHN,120,Contemporary Nutrition,ONL,9,295,0,0,140,0,0,19,0,0,13,0,7,3,"Gist, Toni M",483,WiSe,1.5072463768115942
2021,Fall,2021-fa,GEOG,101,Global Development&Environment,ONL,57,76,11,10,10,1,1,3,0,0,0,0,1,0,"Butcher, Sian C",170,WiSe,1.1958823529411766
2021,Fall,2021-fa,GEOL,118,Natural Disasters,LEC,69,28,16,19,13,10,11,6,11,3,2,0,7,1,"Altaner, Stephen P",195,WiSe,1.7292307692307696
2021,Fall,2021-fa,HDFS,105,Intro to Human Development,ONL,0,215,0,0,23,0,0,5,0,0,1,0,1,0,"Brooks, Jan D",245,WiSe,1.163265306122449
2021,Fall,2021-fa,HDFS,105,Intro to Human Development,ONL,50,12,3,0,2,0,0,0,0,0,0,0,0,0,"Cai, Tianying",67,WiSe,1.0432835820895523
2021,Fall,2021-fa,HDFS,105,Intro to Human Development,ONL,38,13,5,1,4,3,0,1,0,0,1,0,6,0,"Theisen-Raub, Jaclyn C",72,WiSe,1.5430555555555556
2021,Fall,2021-fa,HIST,100,Global History,DIS,10,7,3,0,0,1,0,0,0,0,0,0,0,0,"Zylstra, Priyanka J",21,WiSe,1.1047619047619048
2021,Fall,2021-fa,HIST,100,Global History,DIS,0,7,6,6,0,0,0,0,1,0,0,0,1,0,"Natale, Marisa G",21,WiSe,1.5857142857142856
2021,Fall,2021-fa,HIST,100,Global History,DIS,2,5,8,2,5,1,0,0,0,0,0,0,1,0,"Vostriakova, Elizaveta",24,WiSe,1.5874999999999997
2021,Fall,2021-fa,HIST,100,Global History,DIS,4,3,6,3,4,0,0,0,1,0,0,0,0,0,"Natale, Marisa G",21,WiSe,1.4857142857142858
2021,Fall,2021-fa,HIST,100,Global History,DIS,8,6,3,1,2,0,1,1,0,0,0,0,0,0,"Zylstra, Priyanka J",22,WiSe,1.3318181818181818
2021,Fall,2021-fa,HIST,100,Global History,DIS,8,5,5,4,1,0,0,0,0,0,0,0,0,0,"Zylstra, Priyanka J",23,WiSe,1.2304347826086957
2021,Fall,2021-fa,IB,150,Organismal & Evolutionary Biol,OLC,30,133,73,70,80,58,36,30,19,12,9,4,18,3,"Clegg, Benjamin F",572,WiSe,1.936713286713287
2021,Fall,2021-fa,IB,150,Organismal & Evolutionary Biol,LEC,1,26,8,14,24,10,9,12,5,5,1,0,3,0,"Clegg, Benjamin F",118,WiSe,2.0889830508474576
2021,Fall,2021-fa,IS,501,Reference and Info Services,LCD,1,17,2,1,2,0,0,0,0,0,0,0,0,0,"Woodard, Beth S",23,WiSe,1.1434782608695653
2021,Fall,2021-fa,IS,501,Reference and Info Services,ONL,1,16,2,1,1,0,0,0,0,0,0,0,0,0,"Bisbee, Kristina V",21,WiSe,1.1095238095238096
2021,Fall,2021-fa,JOUR,200,Introduction to Journalism,ONL,38,73,30,35,12,9,10,5,4,5,3,1,10,0,"Ng, Yee Man Margare",235,WiSe,1.6774468085106382
2021,Fall,2021-fa,JOUR,200,Introduction to Journalism,LCD,2,15,2,2,6,0,0,1,0,0,0,4,5,0,"Evans, Christopher R",37,WiSe,2.1675675675675676
2021,Fall,2021-fa,KIN,122,Physical Activity and Health,LEC,22,36,42,13,16,10,2,1,1,0,1,0,5,0,"Richards, Alicia",149,WiSe,1.5463087248322147
2021,Fall,2021-fa,KIN,122,Physical Activity and Health,LEC,11,15,15,13,13,5,3,3,3,0,2,0,2,0,"Wilund, Kenneth",85,WiSe,1.7658823529411765
2021,Fall,2021-fa,KIN,122,Physical Activity and Health,ONL,29,59,74,53,28,38,13,6,9,6,8,6,31,2,"Richards, Alicia",360,WiSe,2.043055555555555
2021,Fall,2021-fa,KIN,340,Soc & Psych of Phys Activity,LEC,0,54,27,9,10,16,5,7,1,3,0,1,4,1,"Petruzzello, Steven J",137,WiSe,1.710948905109489
2021,Fall,2021-fa,MATH,220,Calculus,OLC,42,37,30,18,31,20,11,14,12,7,3,6,23,5,"Petrickova, Sarka",254,WiSe,2.1519685039370073
2021,Fall,2021-fa,MATH,220,Calculus,OLC,44,33,27,29,20,20,7,13,8,4,6,3,13,4,"Petrickova, Sarka",227,WiSe,1.9753303964757705
2021,Fall,2021-fa,MATH,220,Calculus,OLC,29,42,22,31,25,11,11,27,9,7,12,7,13,5,"Petrickova, Sarka",246,WiSe,2.182926829268293
2021,Fall,2021-fa,MATH,220,Calculus,LEC,6,11,9,5,6,7,2,1,4,3,0,0,4,0,"Barron, Alexander A",58,WiSe,2.0344827586206895
2021,Fall,2021-fa,MATH,220,Calculus,OLC,10,7,8,1,0,0,1,0,0,2,1,0,2,0,"Petrickova, Sarka",32,WiSe,1.6624999999999999
2021,Fall,2021-fa,MATH,231,Calculus II,OLC,12,9,5,14,22,7,11,5,15,7,1,0,7,5,"Guzman, Rosemary K",115,WiSe,2.3521739130434782
2021,Fall,2021-fa,MATH,231,Calculus II,OLC,8,16,13,8,25,14,7,9,18,10,3,0,7,4,"Guzman, Rosemary K",138,WiSe,2.36231884057971
2021,Fall,2021-fa,MATH,231,Calculus II,OLC,10,10,12,9,21,9,13,8,24,8,3,0,13,5,"Guzman, Rosemary K",140,WiSe,2.5607142857142855
2021,Fall,2021-fa,MATH,231,Calculus II,OLC,16,45,29,31,38,18,15,23,17,2,7,0,2,0,"Berwick Evans, Daniel",243,WiSe,1.9744855967078188
2021,Fall,2021-fa,MATH,231,Calculus II,OLC,12,35,38,33,35,16,12,28,22,4,3,0,3,0,"Berwick Evans, Daniel",241,WiSe,2.0336099585062244
2021,Fall,2021-fa,MATH,241,Calculus III,OLC,12,56,33,21,30,23,19,18,6,7,3,3,8,1,"Stojanoska, Vesna",239,WiSe,1.9891213389121338
2021,Fall,2021-fa,MATH,241,Calculus III,OLC,14,23,26,23,31,30,20,31,13,9,4,4,10,2,"Stojanoska, Vesna",238,WiSe,2.299579831932773
2021,Fall,2021-fa,MATH,241,Calculus III,OLC,6,31,21,29,32,39,32,32,13,17,11,2,10,6,"Stojanoska, Vesna",275,WiSe,2.3930909090909087
2021,Fall,2021-fa,MATH,241,Calculus III,OLC,18,57,51,34,32,14,12,10,5,5,3,0,3,3,"Heller, Jeremiah B",244,WiSe,1.720081967213115
2021,Fall,2021-fa,MATH,241,Calculus III,OLC,12,33,25,33,47,26,19,25,16,3,4,1,6,4,"Heller, Jeremiah B",250,WiSe,2.1116
2021,Fall,2021-fa,MATH,241,Calculus III,OLC,24,37,48,40,30,24,10,11,1,3,1,1,5,1,"Heller, Jeremiah B",235,WiSe,1.7629787234042555
2021,Fall,2021-fa,MATH,241,Calculus III,LEC,8,17,8,11,4,8,7,2,0,1,0,0,0,0,"Hildebrand, A J",66,WiSe,1.653030303030303
2021,Fall,2021-fa,MATH,241,Calculus III,OLC,3,4,5,3,6,2,2,1,0,2,1,0,3,0,"Stojanoska, Vesna",32,WiSe,2.1875
2021,Fall,2021-fa,MATH,241,Calculus III,OLC,0,5,5,1,7,2,2,1,0,2,0,0,3,1,"Stojanoska, Vesna",28,WiSe,2.2357142857142853
2021,Fall,2021-fa,MATH,285,Intro Differential Equations,LCD,19,48,25,18,21,8,21,9,6,0,1,0,7,1,"Bronski, Jared C",183,WiSe,1.819672131147541
2021,Fall,2021-fa,MATH,285,Intro Differential Equations,LCD,22,58,36,34,21,8,19,8,8,0,5,0,9,1,"Bronski, Jared C",228,WiSe,1.8057017543859648
2021,Fall,2021-fa,MATH,285,Intro Differential Equations,LCD,8,6,8,8,7,9,8,9,6,3,0,9,15,1,"Yang, Zhao",96,WiSe,2.7697916666666664
2021,Fall,2021-fa,MATH,415,Applied Linear Algebra,LCD,15,30,25,19,18,11,8,7,2,4,7,1,4,2,"Hirani, Anil N",151,WiSe,1.903311258278146
2021,Fall,2021-fa,MATH,415,Applied Linear Algebra,LCD,5,44,40,26,14,11,4,10,3,5,11,0,6,4,"La Nave, Gabriele",179,WiSe,1.9089385474860339
2021,Fall,2021-fa,MATH,441,Differential Equations,LCD,2,5,4,8,3,2,1,1,0,0,0,1,0,0,"Rapti, Zoi",27,WiSe,1.7185185185185186
2021,Fall,2021-fa,MATH,441,Differential Equations,LCD,4,7,8,3,2,2,4,2,1,0,0,2,0,0,"Rapti, Zoi",35,WiSe,1.822857142857143
2021,Fall,2021-fa,MATH,441,Differential Equations,LCD,5,10,1,3,3,1,0,3,3,0,1,0,2,1,"Tzirakis, Nikolaos",32,WiSe,1.95625
2021,Fall,2021-fa,MCB,252,"Cells, Tissues & Development",DIS,4,2,6,3,2,2,1,3,1,0,0,0,0,0,"Good, Elizabeth A",24,WiSe,1.7708333333333333
2021,Fall,2021-fa,MCB,252,"Cells, Tissues & Development",DIS,5,6,3,2,3,2,1,2,0,0,0,0,0,0,"Good, Elizabeth A",24,WiSe,1.5666666666666664
2021,Fall,2021-fa,MCB,252,"Cells, Tissues & Development",DIS,4,5,5,2,3,2,2,0,0,0,0,0,0,1,"Good, Elizabeth A",23,WiSe,1.517391304347826
2021,Fall,2021-fa,MCB,252,"Cells, Tissues & Development",DIS,3,6,1,4,1,2,2,1,0,0,1,0,0,0,"Good, Elizabeth A",21,WiSe,1.7190476190476192
2021,Fall,2021-fa,MCB,252,"Cells, Tissues & Development",DIS,2,10,3,3,0,2,1,1,0,0,1,0,0,0,"Good, Elizabeth A",23,WiSe,1.534782608695652
2021,Fall,2021-fa,MCB,450,Introductory Biochemistry,OLC,15,43,45,39,44,31,22,19,9,8,7,5,3,1,"Fratti, Rutilio",290,WiSe,2.0079310344827586
2021,Fall,2021-fa,MUS,133,Introduction to World Music,OLC,262,14,3,1,5,1,0,1,0,1,2,0,5,0,"Tsekouras, Ioannis",295,WiSe,1.1308474576271186
